Gender,Height,Weight,Bust/Chest,Cup Size,Waist,Hips,Body Shape Index
Female,"5'0""",52,32,,38,41,4
Male,"6'9""",80,36,A,21,45,3
Female,"6'3""",105,33,,32,35,4
Female,"6'1""",63,42,,39,38,1
Male,"4'1""",83,49,,30,46,1
Female,"4'7""",99,46,,34,49,2
Female,"5'1""",48,36,,32,45,1
Female,"6'5""",41,46,E,22,41,4
Male,"5'8""",95,33,,33,47,3
Female,"6'8""",69,40,,27,38,1
Male,"4'6""",61,32,C,28,32,1
Female,"6'6""",114,40,,34,39,4
Male,"6'6""",52,32,,37,40,1
Male,"4'8""",110,41,C,27,31,3
Female,"5'5""",55,30,D,30,37,3
Female,"4'6""",84,33,E,24,49,3
Male,"4'9""",104,43,C,34,40,3
Male,"4'10""",50,30,E,34,47,0
Female,"5'10""",109,43,A,26,49,3
Male,"6'9""",59,42,A,37,36,0
Female,"6'6""",102,42,C,31,43,3
Female,"4'10""",51,44,B,31,36,3
Female,"6'2""",101,46,B,23,30,4
Female,"6'9""",81,41,,30,41,3
Male,"4'2""",108,43,B,25,30,1
Female,"5'11""",97,41,B,29,32,3
Male,"6'5""",44,47,D,34,31,2
Female,"4'2""",66,33,C,20,32,4
Male,"6'7""",67,43,nan,36,33,4
Female,"6'9""",65,48,,22,43,3
Male,"6'3""",88,42,,30,47,2
Male,"6'4""",60,47,,37,34,3
Female,"6'7""",40,40,D,29,44,1
Female,"6'2""",97,35,B,28,45,4
Female,"4'11""",118,38,,26,37,4
Female,"5'4""",94,41,B,30,37,2
Male,"4'6""",65,48,B,27,36,0
Female,"6'6""",64,43,,21,35,2
Male,"5'1""",116,44,D,24,36,1
Male,"4'5""",72,40,A,28,48,2
Female,"4'4""",111,35,B,20,30,0
Male,"4'9""",108,43,E,36,42,1
Male,"6'7""",45,32,C,29,36,1
Male,"4'8""",62,48,B,27,30,0
Male,"5'11""",69,49,B,37,39,3
Female,"4'0""",117,40,,29,42,2
Female,"5'8""",93,46,,28,33,1
Female,"4'6""",50,46,E,23,36,2
Female,"6'5""",70,32,E,21,35,0
Male,"6'4""",45,43,,38,35,4
Male,"6'8""",50,36,,29,40,0
Female,"5'10""",116,48,,36,38,2
Female,"5'11""",51,32,,22,36,1
Female,"5'10""",105,31,,38,38,2
Male,"6'8""",92,46,,38,35,4
Female,"6'7""",75,38,,38,48,1
Female,"6'8""",56,35,B,38,43,4
Female,"4'3""",67,38,,34,30,3
Male,"5'8""",61,34,,37,45,0
Male,"5'2""",46,31,,36,38,3
Male,"5'7""",54,44,B,29,44,2
Male,"5'7""",50,38,D,33,48,3
Male,"6'4""",63,48,D,38,39,0
Male,"4'3""",106,39,,37,45,1
Male,"5'1""",69,33,,30,32,4
Male,"6'1""",109,39,,30,48,1
Female,"5'9""",105,37,D,31,42,3
Female,"6'1""",100,42,C,27,43,2
Male,"6'11""",117,36,E,35,36,3
Male,"6'1""",80,36,B,27,31,0
Female,"6'8""",90,33,A,33,43,0
Male,"6'10""",83,44,D,37,46,2
Male,"6'2""",52,41,,23,42,1
Male,"6'4""",51,45,C,36,31,0
Female,"5'5""",48,35,E,32,34,0
Female,"4'11""",87,38,A,24,33,2
Female,"4'0""",88,32,D,22,32,1
Female,"6'10""",92,37,,28,43,3
Female,"6'5""",95,36,,39,40,4
Male,"6'7""",79,33,B,37,37,2
Female,"5'2""",63,42,,39,38,1
Male,"5'11""",111,48,,38,45,4
Male,"6'11""",72,36,,38,32,2
Female,"6'0""",62,39,,35,39,3
Female,"6'11""",116,41,,20,30,3
Male,"6'3""",93,32,,24,38,1
Male,"4'0""",92,41,,34,45,1
Male,"4'9""",88,48,C,31,38,3
Female,"6'1""",117,44,,20,41,3
Female,"6'2""",117,37,A,33,30,2
Female,"5'6""",119,41,,37,45,1
Female,"5'5""",88,49,,37,37,4
Female,"6'11""",99,35,,25,43,3
Male,"4'7""",104,39,C,20,43,4
Female,"6'6""",71,31,,36,39,1
Male,"5'4""",118,42,D,37,30,1
Male,"5'7""",60,36,,34,35,0
Male,"4'8""",57,37,,31,38,3
Female,"4'0""",99,45,B,32,48,1
Female,"5'6""",52,40,,39,45,1
Female,"6'6""",63,33,,21,48,3
Male,"6'10""",69,46,,23,40,0
Male,"6'10""",41,45,B,22,40,0
Male,"5'6""",64,48,,38,43,0
Male,"6'0""",89,40,,27,36,0
Male,"4'8""",53,36,,31,41,2
Male,"6'6""",45,42,C,31,49,3
Female,"6'11""",115,48,,29,49,3
Female,"5'7""",69,46,D,20,34,3
Female,"6'7""",69,42,,24,30,0
Female,"6'9""",77,41,,39,40,0
Male,"6'1""",97,36,B,30,44,1
Male,"6'5""",80,30,B,28,39,2
Female,"6'8""",96,30,B,33,44,3
Male,"4'8""",75,49,E,22,42,2
Female,"6'4""",103,43,B,24,44,3
Female,"5'7""",55,44,,28,31,0
Female,"4'0""",117,40,,37,42,0
Male,"6'3""",111,38,A,25,41,3
Female,"4'5""",53,46,,26,33,4
Female,"4'11""",70,33,,35,41,0
Female,"4'11""",105,49,D,27,44,1
Male,"4'1""",107,48,C,29,42,0
Male,"4'9""",104,36,A,24,31,1
Female,"5'8""",94,30,,30,49,2
Male,"5'10""",117,38,F,32,45,0
Male,"4'5""",79,42,,39,43,0
Male,"5'10""",64,31,C,21,31,2
Male,"5'1""",64,31,C,33,46,1
Male,"6'6""",42,44,B,28,45,4
Male,"4'2""",108,46,E,29,33,1
Male,"4'7""",65,42,,29,40,3
Male,"6'1""",79,36,,29,42,3
Male,"4'3""",77,38,,38,35,3
Male,"4'7""",77,41,B,30,46,2
Female,"4'2""",107,32,,30,30,1
Female,"5'0""",46,44,,22,38,0
Male,"4'0""",69,36,,38,47,3
Female,"5'10""",58,30,B,20,40,1
Female,"5'8""",74,43,,31,43,0
Male,"5'2""",72,48,A,34,31,1
Male,"6'2""",72,45,D,33,49,2
Male,"4'5""",117,39,,22,40,3
Female,"6'8""",77,30,,39,31,4
Female,"4'9""",49,34,C,32,33,3
Male,"6'0""",96,32,C,37,42,3
Male,"5'11""",67,46,B,35,35,2
Male,"6'1""",117,47,,25,36,0
Female,"5'8""",77,48,C,29,49,3
Female,"4'5""",55,47,D,36,32,0
Female,"4'9""",60,45,B,36,33,0
Female,"5'8""",45,31,,27,49,2
Male,"6'6""",80,44,D,23,32,3
Male,"6'9""",54,42,B,34,30,2
Male,"5'8""",42,42,D,20,48,2
Male,"5'11""",82,45,A,26,42,4
Female,"4'8""",86,37,C,29,43,2
Female,"6'3""",53,40,,26,45,4
Male,"6'7""",105,37,,20,33,0
Male,"4'8""",68,39,F,36,46,0
Female,"5'3""",43,30,F,31,39,1
Male,"4'2""",65,41,B,36,36,1
Female,"4'3""",51,38,B,34,42,0
Male,"4'6""",41,34,A,35,42,3
Male,"4'3""",56,38,E,33,43,1
Male,"6'1""",74,45,,22,35,2
Male,"6'1""",49,47,C,38,45,1
Male,"4'3""",82,37,B,31,38,0
Male,"5'9""",60,40,,38,49,3
Male,"4'8""",54,49,,37,45,0
Female,"6'8""",74,48,,33,41,3
Female,"5'4""",99,33,,39,45,1
Female,"6'2""",83,49,A,28,34,2
Female,"4'9""",44,39,,22,40,2
Female,"4'3""",112,42,,31,30,0
Male,"4'11""",57,49,,39,39,3
Male,"4'9""",60,43,E,36,40,1
Female,"4'3""",111,31,C,24,44,3
Male,"6'1""",113,33,B,27,32,3
Female,"5'7""",90,36,,38,44,3
Female,"6'6""",80,48,B,23,40,1
Male,"6'4""",63,46,,34,38,3
Male,"6'9""",63,45,,38,31,2
Male,"6'4""",77,42,,34,41,0
Female,"6'8""",83,47,,33,49,4
Male,"6'1""",96,41,B,35,45,3
Female,"6'0""",98,30,C,29,45,2
Female,"4'1""",73,44,E,33,30,2
Female,"4'9""",114,32,E,39,45,0
Male,"6'11""",62,35,,30,35,0
Male,"5'6""",82,43,,21,43,4
Female,"5'2""",79,35,,38,40,4
Male,"5'2""",86,30,,22,30,4
Male,"5'10""",80,49,,23,49,1
Male,"5'3""",86,35,B,30,46,1
Female,"4'2""",59,37,D,32,48,2
Female,"5'10""",116,44,,37,31,0
Male,"6'7""",104,43,,37,43,3
Female,"4'3""",107,45,B,38,37,0
Male,"6'8""",63,49,B,31,35,1
Male,"6'2""",75,45,,20,38,2
Male,"6'0""",84,48,F,25,34,3
Male,"6'5""",41,30,B,22,34,4
Female,"6'2""",67,33,,36,47,4
Female,"4'8""",65,39,,22,43,1
Female,"6'5""",62,49,B,20,41,2
Male,"6'7""",118,47,F,22,41,0
Male,"5'11""",75,31,,23,35,1
Male,"6'9""",45,33,A,25,33,0
Female,"4'6""",74,44,D,26,44,3
Male,"6'9""",77,33,E,27,44,0
Female,"5'3""",74,45,,32,46,3
Female,"4'5""",113,44,C,23,32,2
Female,"5'6""",92,47,A,25,39,1
Female,"5'8""",77,36,,30,37,0
Female,"6'0""",98,44,,20,38,2
Female,"5'7""",82,40,B,27,32,2
Male,"6'9""",43,48,,21,30,0
Male,"6'2""",44,37,,27,40,4
Female,"5'1""",107,30,A,39,42,4
Female,"6'10""",84,32,,28,41,3
Male,"5'2""",119,34,B,23,36,2
Female,"5'4""",64,47,D,36,31,1
Female,"5'7""",117,41,,26,30,1
Male,"6'10""",50,41,B,29,49,2
Female,"6'3""",68,48,B,24,32,4
Female,"5'10""",73,38,C,29,33,2
Female,"6'8""",53,40,C,31,46,3
Male,"4'0""",63,46,E,39,47,2
Male,"4'7""",98,45,,25,46,0
Male,"5'3""",78,33,,20,48,4
Female,"6'10""",65,39,B,22,33,0
Female,"6'5""",82,44,D,26,46,0
Male,"4'7""",75,48,,30,31,2
Female,"6'10""",78,32,C,31,39,2
Female,"4'10""",100,34,B,28,41,1
Female,"5'6""",55,40,B,20,42,0
Female,"6'8""",98,34,,23,40,2
Female,"6'10""",45,36,B,21,37,1
Male,"5'4""",95,35,,21,49,0
Female,"4'1""",47,42,C,36,34,1
Male,"6'3""",66,31,B,21,31,4
Female,"4'8""",110,48,,23,41,3
Male,"6'0""",66,40,,30,31,0
Female,"6'4""",85,49,E,38,35,2
Male,"6'3""",80,34,C,32,48,4
Female,"6'2""",118,38,E,37,41,1
Male,"5'0""",64,35,,38,42,3
Female,"6'1""",57,46,A,34,46,0
Male,"5'5""",51,48,,31,41,3
Female,"5'1""",90,37,B,30,32,4
Male,"6'5""",78,36,A,20,37,3
Male,"6'1""",49,34,B,35,45,0
Female,"6'7""",113,44,E,32,33,4
Female,"6'2""",116,39,A,25,42,1
Male,"5'8""",93,45,B,25,37,0
Female,"5'7""",68,38,A,29,30,3
Male,"4'3""",80,36,,21,32,0
Male,"4'0""",48,40,B,22,30,4
Male,"5'11""",102,38,D,25,44,3
Female,"5'8""",116,46,C,35,47,1
Male,"4'1""",76,38,D,25,49,2
Male,"5'5""",53,32,,32,32,1
Female,"6'6""",112,37,,23,44,0
Female,"6'8""",111,48,B,34,34,2
Female,"5'7""",78,49,E,25,39,4
Female,"6'5""",79,45,,20,36,3
Male,"5'0""",93,36,,28,37,3
Male,"4'8""",42,36,,31,32,4
Male,"5'3""",94,49,D,30,47,0
Male,"4'4""",72,42,,32,46,1
Female,"5'2""",110,32,,20,45,2
Male,"4'1""",58,41,B,38,42,4
Male,"5'0""",73,37,B,23,33,0
Female,"6'0""",117,42,E,24,32,0
Male,"5'6""",89,49,,36,40,2
Male,"5'3""",86,45,,24,31,4
Male,"4'6""",85,36,,38,47,1
Male,"5'5""",95,33,,22,33,1
Male,"4'6""",96,41,C,30,46,4
Male,"4'4""",90,46,,21,35,3
Female,"4'3""",93,30,D,33,39,1
Female,"6'8""",67,46,,25,40,3
Male,"4'7""",58,31,,38,34,4
Male,"4'4""",66,35,,20,47,0
Female,"5'8""",87,41,B,26,39,4
Male,"5'8""",58,40,,21,38,0
Male,"6'3""",90,40,B,38,45,4
Male,"5'5""",46,47,D,20,39,3
Female,"5'1""",68,37,C,28,39,3
Male,"6'5""",82,36,C,36,33,4
Female,"6'0""",108,43,,29,43,0
Male,"5'6""",97,45,,25,37,4
Female,"4'0""",47,41,C,22,30,0
Female,"4'7""",81,38,B,39,45,3
Male,"4'1""",115,49,,34,46,2
Female,"6'10""",81,45,,39,39,1
Male,"6'0""",52,48,D,25,35,3
Female,"5'8""",65,45,,22,36,4
Male,"6'3""",57,38,,29,47,4
Male,"5'1""",81,42,,31,31,0
Female,"6'1""",90,34,E,20,38,1
Male,"5'7""",55,48,E,35,34,3
Male,"4'7""",42,39,B,36,37,1
Female,"5'5""",118,36,B,29,34,1
Male,"4'0""",84,38,D,31,44,3
Male,"4'10""",61,43,,38,37,0
Female,"6'9""",62,44,,27,34,0
Female,"4'1""",98,42,,27,34,0
Male,"6'5""",101,39,C,29,49,2
Male,"6'9""",107,43,,29,46,1
Female,"5'9""",93,41,C,37,38,2
Female,"6'6""",96,48,E,29,31,0
Male,"5'9""",62,35,C,26,30,3
Female,"6'7""",99,41,C,23,40,1
Male,"5'5""",112,42,A,20,44,3
Male,"5'0""",94,37,A,30,30,4
Male,"5'0""",119,45,,38,36,1
Male,"5'10""",102,31,A,24,48,3
Male,"4'4""",95,36,,27,44,0
Female,"5'8""",94,41,E,21,35,2
Female,"6'11""",64,36,,21,49,3
Female,"5'2""",65,48,B,33,39,4
Female,"6'5""",88,43,B,28,41,0
Male,"6'5""",102,38,,29,42,4
Male,"4'5""",84,47,D,32,44,2
Male,"4'0""",112,40,C,20,48,4
Male,"6'6""",118,45,,33,46,3
Female,"6'5""",78,48,,21,42,3
Male,"6'8""",104,40,C,23,31,0
Male,"6'11""",108,47,,38,47,2
Female,"6'5""",95,40,,20,40,2
Female,"6'3""",48,33,B,23,34,1
Female,"5'2""",109,47,,30,33,1
Female,"4'9""",67,48,D,32,31,3
Male,"5'0""",84,42,,37,45,4
Male,"6'1""",65,33,A,29,36,4
Female,"6'9""",67,39,A,24,37,0
Male,"4'5""",79,34,A,20,37,2
Male,"5'6""",54,32,,33,31,3
Male,"4'7""",45,45,B,35,44,4
Female,"5'2""",66,37,,37,34,1
Male,"6'2""",77,36,B,22,48,3
Female,"4'11""",107,48,C,22,39,0
Male,"5'2""",114,43,B,23,38,3
Male,"5'0""",103,44,,26,49,4
Male,"4'5""",69,46,C,32,37,0
Female,"4'0""",42,30,A,28,34,1
Male,"6'0""",101,35,,22,48,1
Female,"6'4""",51,44,A,36,42,4
Female,"4'11""",69,41,C,34,43,0
Female,"6'5""",77,49,,29,37,1
Male,"5'11""",99,31,,34,45,0
Male,"4'3""",77,34,,20,34,3
Male,"5'10""",54,38,E,29,30,2
Male,"4'8""",57,49,,26,48,2
Female,"6'6""",91,43,E,26,48,2
Female,"6'11""",68,47,F,22,46,1
Female,"4'6""",99,37,,26,39,4
Male,"6'1""",60,31,,28,34,2
Female,"5'3""",56,38,C,27,36,4
Male,"5'6""",57,36,,22,45,2
Female,"6'1""",96,47,,24,32,3
Male,"5'1""",76,45,C,32,41,2
Male,"4'0""",99,34,,32,43,4
Female,"4'11""",77,44,,27,49,1
Female,"5'5""",51,34,,37,30,3
Female,"4'3""",114,40,C,26,36,4
Female,"4'5""",112,43,,29,47,0
Male,"6'4""",40,48,,29,33,2
Female,"5'5""",97,32,C,30,45,3
Female,"6'1""",42,39,A,31,40,1
Female,"5'0""",102,35,C,32,47,0
Male,"6'6""",60,32,B,27,45,2
Male,"5'6""",62,31,,36,36,3
Female,"6'11""",48,42,B,33,32,4
Male,"6'9""",94,47,C,36,34,2
Female,"4'3""",58,31,,38,47,3
Male,"4'6""",101,44,A,35,46,2
Male,"6'8""",78,34,B,28,30,3
Male,"4'1""",115,44,,39,45,4
Male,"6'9""",66,46,A,29,44,2
Female,"4'6""",85,31,F,28,42,3
Female,"5'6""",73,47,,20,36,0
Female,"5'9""",72,44,,22,32,1
Male,"6'2""",89,49,,30,42,3
Female,"6'1""",59,32,,26,45,3
Female,"4'8""",79,34,,37,30,3
Female,"4'6""",97,40,,32,30,2
Male,"6'2""",70,38,,37,45,1
Male,"5'1""",77,34,,35,31,2
Male,"6'6""",84,30,,35,47,3
Female,"4'0""",80,43,,29,47,3
Female,"4'3""",48,34,,28,34,1
Female,"5'6""",48,37,,27,34,0
Male,"5'6""",102,43,A,38,37,2
Male,"5'1""",118,45,,22,38,0
Female,"5'3""",116,35,,28,43,3
Male,"4'11""",61,37,,21,42,3
Male,"4'0""",55,31,,38,47,4
Male,"5'2""",71,48,,27,33,4
Male,"6'9""",105,38,B,37,47,0
Female,"6'11""",53,34,E,27,49,4
Male,"4'10""",77,34,B,24,44,1
Male,"4'10""",47,48,A,25,36,0
Male,"5'9""",60,33,,29,42,4
Male,"5'3""",95,45,B,34,31,4
Female,"5'6""",85,45,A,23,38,1
Female,"4'8""",82,45,,22,34,1
Male,"6'11""",85,36,B,28,30,0
Male,"5'9""",87,47,A,35,48,2
Male,"4'10""",109,30,,35,49,1
Male,"5'8""",70,32,,34,48,4
Male,"4'10""",72,37,B,28,42,0
Male,"4'5""",83,30,,36,35,2
Female,"4'7""",110,36,D,31,39,0
Male,"5'7""",47,36,,27,40,4
Female,"4'0""",112,37,C,33,45,2
Female,"4'8""",41,48,C,37,30,2
Male,"5'8""",56,46,B,31,48,1
Female,"5'7""",91,40,,33,34,3
Female,"4'3""",84,44,,39,35,4
Female,"4'0""",76,38,B,24,35,3
Female,"4'1""",81,46,,20,34,4
Female,"5'7""",83,40,,32,35,0
Female,"5'10""",77,35,D,33,42,3
Male,"4'4""",45,38,,21,30,2
Female,"5'6""",107,47,,35,30,1
Female,"4'7""",90,49,A,24,43,4
Female,"5'0""",74,31,E,20,37,1
Male,"5'9""",97,33,,31,38,4
Female,"4'1""",96,47,,38,39,2
Male,"4'8""",112,30,,29,35,2
Female,"5'0""",45,40,B,31,38,2
Male,"4'3""",52,32,,38,47,2
Male,"5'10""",98,37,,35,44,2
Female,"6'10""",69,34,,36,33,1
Female,"4'10""",41,49,,32,31,0
Male,"6'11""",97,34,,26,35,3
Female,"4'6""",75,40,,22,46,1
Male,"6'9""",111,41,D,24,36,3
Male,"5'8""",84,38,B,23,49,0
Male,"5'9""",48,42,B,34,44,4
Male,"5'11""",104,49,,36,31,0
Male,"4'1""",116,32,,31,41,0
Female,"4'2""",89,42,D,33,39,4
Male,"5'0""",118,40,D,23,46,3
Male,"5'2""",71,40,B,36,47,2
Female,"4'11""",82,49,F,30,45,4
Male,"4'11""",117,36,A,25,39,4
Female,"4'7""",93,46,,23,37,0
Female,"6'2""",86,45,,32,42,4
Female,"6'0""",53,43,,39,45,1
Male,"6'9""",87,30,,34,37,2
Male,"6'7""",94,40,,37,41,0
Male,"4'5""",68,42,A,36,46,3
Female,"6'3""",86,30,C,38,45,3
Male,"4'5""",102,31,,29,38,3
Female,"5'0""",58,38,D,24,48,3
Male,"4'8""",48,42,,31,46,3
Female,"5'5""",76,34,,34,37,0
Male,"5'7""",91,38,F,23,41,1
Male,"4'6""",96,42,,27,38,1
Male,"5'3""",67,34,,39,35,3
Female,"6'8""",75,44,,36,39,1
Female,"5'10""",103,36,B,25,38,2
Male,"5'9""",57,43,A,35,33,1
Male,"5'6""",74,45,,24,40,4
Female,"4'9""",107,35,,33,35,3
Female,"4'3""",117,31,C,21,47,4
Female,"6'2""",78,45,B,36,33,4
Male,"4'9""",47,48,B,25,41,3
Female,"6'1""",119,34,B,30,38,0
Male,"5'11""",54,33,,21,44,1
Female,"5'0""",46,43,,20,38,2
Male,"5'11""",56,35,,24,35,0
Female,"4'7""",103,37,A,27,40,2
Female,"5'1""",51,32,B,23,36,3
Female,"5'4""",95,33,,38,43,1
Female,"5'9""",85,30,B,24,45,0
Female,"4'6""",86,31,,24,44,3
Male,"6'6""",118,42,D,35,49,0
Female,"4'11""",55,38,,37,38,4
Female,"5'3""",108,41,,30,48,1
Female,"6'2""",41,39,,36,41,1
Male,"6'11""",93,39,,22,40,3
Female,"5'3""",66,47,C,37,37,3
Male,"5'2""",70,41,,23,32,3
Female,"5'11""",80,45,,38,48,1
Female,"4'5""",75,35,,28,32,4
Male,"4'3""",86,39,,24,32,1
Female,"5'1""",82,44,A,23,35,3
Male,"6'5""",104,38,,35,40,2
Male,"5'4""",89,31,,29,49,4
Female,"6'7""",40,47,B,28,43,1
Male,"6'2""",111,41,,35,31,2
Female,"5'3""",96,32,,39,41,4
Female,"6'4""",55,36,,36,45,1
Male,"6'4""",67,38,,37,32,3
Male,"6'10""",61,37,B,34,45,1
Male,"4'10""",80,35,A,39,39,4
Male,"6'2""",115,30,C,28,49,3
Female,"5'4""",58,43,nan,25,34,0
Female,"6'4""",89,45,C,25,42,2
Male,"4'8""",98,45,C,30,41,3
Female,"6'2""",108,33,,39,30,3
Female,"4'5""",73,35,,22,49,4
Female,"4'9""",78,44,,31,40,4
Female,"4'7""",113,37,,34,48,2
Male,"4'8""",46,30,B,26,44,4
Male,"6'5""",91,42,,37,47,3
Female,"5'7""",99,47,,34,45,2
Male,"4'2""",91,47,B,27,36,2
Male,"6'6""",118,42,,28,39,1
Male,"5'9""",63,43,,34,45,3
Female,"5'11""",65,40,E,35,46,3
Female,"6'1""",49,36,,39,36,4
Female,"4'9""",56,47,,22,40,3
Male,"5'0""",117,33,F,24,46,4
Female,"4'2""",41,46,,22,34,3
Female,"5'2""",116,48,,21,30,1
Male,"4'11""",66,43,,21,32,3
Female,"6'3""",112,39,,23,45,1
Female,"5'1""",110,35,,22,44,3
Male,"5'4""",87,47,B,28,33,3
Male,"5'8""",113,33,,31,41,0
Male,"5'4""",48,40,,28,30,3
Female,"6'1""",62,42,,38,46,1
Female,"4'9""",110,37,B,31,44,2
Female,"5'5""",112,39,D,35,49,1
Male,"4'2""",66,40,A,20,49,3
Male,"6'8""",110,32,,29,39,4
Female,"6'11""",82,44,,29,40,0
Female,"4'1""",46,37,,23,47,4
Male,"5'10""",102,49,,30,31,0
Male,"4'3""",83,47,,30,35,0
Male,"5'4""",78,30,D,30,45,4
Male,"4'9""",79,37,,25,36,3
Female,"4'5""",46,32,,34,48,1
Male,"5'4""",109,30,D,21,41,4
Female,"5'4""",64,49,A,22,47,2
Female,"5'6""",98,45,F,24,39,0
Female,"6'6""",52,38,F,30,36,1
Male,"4'0""",101,46,E,31,33,2
Male,"5'5""",47,45,,22,46,1
Male,"5'5""",84,35,,28,46,3
Male,"4'11""",57,36,,22,33,2
Female,"5'11""",99,45,,21,34,4
Male,"5'6""",99,37,,25,30,1
Male,"5'9""",41,39,B,25,48,4
Female,"5'0""",105,43,,36,40,4
Male,"6'1""",53,40,,27,30,1
Female,"5'7""",87,31,B,20,37,1
Female,"6'9""",95,41,C,27,33,0
Female,"4'7""",51,49,,34,44,0
Female,"5'4""",94,49,,37,46,2
Female,"4'6""",67,42,B,32,47,2
Female,"4'10""",43,44,,27,32,2
Female,"5'7""",75,41,B,39,47,0
Female,"4'3""",89,42,,37,36,4
Male,"5'10""",42,37,B,32,46,3
Male,"5'8""",40,45,C,33,47,3
Male,"5'9""",56,32,A,34,49,1
Male,"5'8""",110,42,,25,37,0
Female,"6'6""",101,41,B,20,40,1
Male,"5'8""",87,48,A,26,32,3
Female,"5'6""",101,31,,20,36,1
Male,"4'6""",108,30,,34,44,0
Male,"4'4""",58,37,,25,39,0
Male,"5'1""",73,38,D,24,41,0
Female,"6'0""",88,37,C,31,41,3
Male,"4'1""",119,46,A,22,48,0
Female,"6'2""",86,38,,39,48,2
Female,"5'5""",89,35,,33,44,2
Male,"5'7""",65,44,F,25,34,0
Male,"4'11""",95,42,,23,42,2
Male,"4'9""",117,41,,34,38,0
Female,"6'3""",53,42,A,36,39,3
Male,"4'10""",117,36,C,24,37,2
Female,"5'9""",64,47,,25,38,3
Female,"5'3""",43,43,D,29,35,2
Male,"4'7""",118,40,,28,47,4
Male,"4'3""",71,43,,23,39,4
Female,"5'2""",117,46,D,28,44,3
Female,"5'4""",104,31,A,27,42,2
Female,"5'2""",100,48,,22,40,4
Male,"5'6""",59,45,,39,31,0
Female,"6'5""",113,39,E,20,37,1
Male,"4'11""",49,37,,39,47,4
Female,"5'4""",73,34,,24,32,4
Female,"4'7""",100,36,,22,32,0
Male,"5'8""",66,42,,23,36,4
Female,"4'9""",79,45,,38,47,4
Male,"5'5""",104,34,E,34,38,4
Male,"4'2""",72,45,,38,47,2
Female,"4'2""",107,44,,35,30,4
Male,"5'7""",110,38,C,27,33,1
Male,"6'9""",48,41,B,33,33,2
Female,"5'11""",55,37,A,24,46,2
Male,"5'10""",44,42,,20,31,3
Male,"5'4""",62,34,,38,44,4
Male,"5'11""",82,43,C,24,42,1
Female,"5'4""",96,45,B,22,38,1
Male,"6'9""",90,40,D,36,36,3
Female,"5'7""",52,49,B,26,41,1
Female,"6'7""",63,41,C,36,41,2
Male,"5'11""",50,44,,32,43,0
Male,"4'4""",91,41,A,33,44,2
Male,"4'4""",56,38,,31,30,0
Female,"6'9""",76,30,,30,38,1
Male,"4'8""",52,32,A,20,45,4
Male,"4'1""",101,41,A,22,38,0
Male,"6'9""",47,49,A,31,45,2
Male,"6'6""",95,42,C,28,31,2
Male,"6'3""",109,35,D,21,39,2
Female,"4'5""",83,39,,33,47,2
Female,"4'3""",99,39,C,24,42,3
Male,"6'11""",80,45,C,22,31,1
Male,"5'4""",60,30,,31,42,4
Male,"6'4""",81,45,C,31,32,3
Male,"4'0""",113,33,B,26,44,1
Female,"6'6""",113,35,B,20,32,0
Male,"4'6""",68,48,,22,39,3
Female,"6'3""",119,31,B,30,35,3
Female,"6'4""",104,47,D,32,43,3
Male,"5'8""",56,39,A,29,38,3
Female,"5'4""",69,33,A,38,47,0
Female,"4'11""",65,30,,23,37,2
Female,"4'11""",92,44,C,24,35,3
Female,"4'5""",58,39,,30,44,1
Male,"5'11""",92,47,E,28,43,2
Male,"6'4""",56,45,C,32,44,0
Female,"5'1""",85,42,D,36,49,4
Male,"4'6""",92,44,,34,35,0
Male,"5'9""",103,31,C,32,41,4
Male,"5'10""",84,49,B,30,39,1
Male,"5'5""",88,33,,20,48,4
Male,"4'0""",58,30,D,27,37,3
Female,"6'7""",110,36,D,24,34,2
Male,"4'7""",104,40,B,35,39,2
Male,"4'2""",76,39,B,23,40,3
Male,"5'10""",109,30,,38,49,2
Male,"4'5""",65,40,,37,43,0
Female,"6'4""",41,39,,21,43,3
Female,"4'2""",98,43,B,32,31,3
Female,"5'2""",44,43,B,35,46,2
Female,"5'11""",76,36,E,27,44,4
Male,"5'3""",70,40,B,38,32,1
Female,"6'1""",115,33,,22,32,4
Male,"4'6""",87,31,B,38,32,0
Male,"5'3""",45,36,,36,32,3
Male,"4'2""",54,48,E,28,47,3
Male,"4'4""",54,43,C,36,35,0
Male,"5'10""",100,48,,20,43,1
Female,"6'8""",55,36,C,23,32,3
Female,"6'1""",59,41,,34,30,4
Female,"4'3""",116,32,,31,39,0
Female,"4'8""",83,44,E,36,42,3
Male,"6'1""",81,34,,31,38,4
Female,"6'11""",85,37,,35,31,0
Male,"5'11""",73,43,B,32,39,0
Female,"4'1""",103,33,,30,41,0
Male,"5'0""",68,36,,34,48,1
Male,"6'9""",42,36,C,35,32,0
Female,"4'10""",48,47,,25,48,2
Male,"6'7""",114,43,A,30,30,2
Male,"6'9""",114,37,,34,44,0
Female,"5'6""",64,41,A,24,42,3
Male,"5'0""",81,39,B,22,36,2
Female,"5'5""",85,43,B,21,31,4
Female,"6'5""",112,38,F,20,49,4
Female,"4'10""",98,35,F,34,40,3
Male,"4'3""",60,34,,21,45,4
Male,"6'6""",113,30,E,39,43,3
Male,"5'0""",61,30,B,25,44,4
Female,"6'7""",68,49,,31,49,0
Male,"6'10""",102,46,F,35,48,4
Female,"5'6""",112,40,,33,36,0
Female,"4'11""",100,41,,23,38,4
Male,"5'8""",103,32,C,27,33,4
